GarageArea,LotArea,1stFlrSF,BsmtUnfSF,GrLivArea,LotFrontage,BsmtFinSF1,TotalBsmtSF,OpenPorchSF,2ndFlrSF
484,10400,1012,485,1790,80.0,247,732,0,778.0
484,10400,1012,485,1790,80.0,247,732,0,778.0
484,10400,1012,485,1790,80.0,247,732,0,778.0
484,10400,1012,485,1790,80.0,247,732,0,778.0
484,10400,1012,485,1790,80.0,247,732,0,778.0
484,10400,1012,485,1790,80.0,247,732,0,778.0
484,10400,1012,485,1790,80.0,247,732,0,778.0
484,10400,1012,485,1790,80.0,247,732,0,778.0
484,10400,1012,485,1790,80.0,247,732,0,778.0
484,10400,1012,485,1790,80.0,247,732,0,778.0
484,10400,1012,485,1790,80.0,247,732,0,778.0
484,10400,1012,485,1790,80.0,247,732,0,778.0
397,6931,760,746,1656,60.0,0,746,128,896.0
397,6931,760,746,1656,60.0,0,746,128,896.0
397,6931,760,746,1656,60.0,0,746,128,896.0
397,6931,760,746,1656,60.0,0,746,128,896.0
397,6931,760,746,1656,60.0,0,746,128,896.0
397,6931,760,746,1656,60.0,0,746,128,896.0
397,6931,760,746,1656,60.0,0,746,128,896.0
397,6931,760,746,1656,60.0,0,746,128,896.0
397,6931,760,746,1656,60.0,0,746,128,896.0
397,6931,760,746,1656,60.0,0,746,128,896.0
397,6931,760,746,1656,60.0,0,746,128,896.0
397,6931,760,746,1656,60.0,0,746,128,896.0
397,6931,760,746,1656,60.0,0,746,128,896.0
397,6931,760,746,1656,60.0,0,746,128,896.0
397,6931,760,746,1656,60.0,0,746,128,896.0
397,6931,760,746,1656,60.0,0,746,128,896.0
397,6931,760,746,1656,60.0,0,746,128,896.0
602,9101,1110,0,1110,69.0,1097,1097,30,0.0
447,10552,1700,380,1700,70.0,1018,1398,38,0.0
602,9101,1110,0,1110,69.0,1097,1097,30,0.0
602,9101,1110,0,1110,69.0,1097,1097,30,0.0
602,9101,1110,0,1110,69.0,1097,1097,30,0.0
602,9101,1110,0,1110,69.0,1097,1097,30,0.0
447,10552,1700,380,1700,70.0,1018,1398,38,0.0
377,9600,1661,161,1661,80.0,831,992,28,0.0
377,9600,1661,161,1661,80.0,831,992,28,0.0
602,9101,1110,0,1110,69.0,1097,1097,30,0.0
447,10552,1700,380,1700,70.0,1018,1398,38,0.0
377,9600,1661,161,1661,80.0,831,992,28,0.0
377,9600,1661,161,1661,80.0,831,992,28,0.0
602,9101,1110,0,1110,69.0,1097,1097,30,0.0
602,9101,1110,0,1110,69.0,1097,1097,30,0.0
458,11900,1392,352,1392,80.0,1040,1392,0,0.0
458,11900,1392,352,1392,80.0,1040,1392,0,0.0
458,11900,1392,352,1392,80.0,1040,1392,0,0.0
458,11900,1392,352,1392,80.0,1040,1392,0,0.0
458,11900,1392,352,1392,80.0,1040,1392,0,0.0
458,11900,1392,352,1392,80.0,1040,1392,0,0.0
458,11900,1392,352,1392,80.0,1040,1392,0,0.0
458,11900,1392,352,1392,80.0,1040,1392,0,0.0
458,11900,1392,352,1392,80.0,1040,1392,0,0.0
458,11900,1392,352,1392,80.0,1040,1392,0,0.0
458,11900,1392,352,1392,80.0,1040,1392,0,0.0
458,11900,1392,352,1392,80.0,1040,1392,0,0.0
458,11900,1392,352,1392,80.0,1040,1392,0,0.0
458,11900,1392,352,1392,80.0,1040,1392,0,0.0
458,11900,1392,352,1392,80.0,1040,1392,0,0.0
458,11900,1392,352,1392,80.0,1040,1392,0,0.0
458,11900,1392,352,1392,80.0,1040,1392,0,0.0
472,10004,1516,975,1516,100.0,196,1516,0,0.0
480,9937,1486,849,1486,75.0,637,1486,0,0.0
418,9600,1644,131,1644,80.0,1285,1416,0,0.0
526,10628,1277,499,1277,85.0,778,1277,0,0.0
472,10004,1516,975,1516,100.0,196,1516,0,0.0
472,10004,1516,975,1516,100.0,196,1516,0,0.0
472,10004,1516,975,1516,100.0,196,1516,0,0.0
418,9600,1644,131,1644,80.0,1285,1416,0,0.0
480,9937,1486,849,1486,75.0,637,1486,0,0.0
480,9937,1486,849,1486,75.0,637,1486,0,0.0
418,9600,1644,131,1644,80.0,1285,1416,0,0.0
418,9600,1644,131,1644,80.0,1285,1416,0,0.0
472,10004,1516,975,1516,100.0,196,1516,0,0.0
472,10004,1516,975,1516,100.0,196,1516,0,0.0
438,3010,1248,1232,1248,43.0,16,1248,0,0.0
438,3010,1248,1232,1248,43.0,16,1248,0,0.0
438,3010,1248,1232,1248,43.0,16,1248,0,0.0
438,3010,1248,1232,1248,43.0,16,1248,0,0.0
438,3010,1248,1232,1248,43.0,16,1248,0,0.0
438,3010,1248,1232,1248,43.0,16,1248,0,0.0
438,3010,1248,1232,1248,43.0,16,1248,0,0.0
438,3010,1248,1232,1248,43.0,16,1248,0,0.0
438,3010,1248,1232,1248,43.0,16,1248,0,0.0
438,3010,1248,1232,1248,43.0,16,1248,0,0.0
438,3010,1248,1232,1248,43.0,16,1248,0,0.0
438,3010,1248,1232,1248,43.0,16,1248,0,0.0
438,3010,1248,1232,1248,43.0,16,1248,0,0.0
438,3010,1248,1232,1248,43.0,16,1248,0,0.0
438,3010,1248,1232,1248,43.0,16,1248,0,0.0
438,3010,1248,1232,1248,43.0,16,1248,0,0.0
438,3010,1248,1232,1248,43.0,16,1248,0,0.0
461,9300,1264,571,1264,73.0,697,1268,0,0.0
461,9300,1264,571,1264,73.0,697,1268,0,0.0
532,11414,1136,728,2019,60.0,0,728,135,883.0
532,11414,1136,728,2019,60.0,0,728,135,883.0
461,9300,1264,571,1264,73.0,697,1268,0,0.0
532,11414,1136,728,2019,60.0,0,728,135,883.0
461,9300,1264,571,1264,73.0,697,1268,0,0.0
461,9300,1264,571,1264,73.0,697,1268,0,0.0
461,9300,1264,571,1264,73.0,697,1268,0,0.0
400,9735,754,384,1394,73.0,0,384,0,640.0
532,11414,1136,728,2019,60.0,0,728,135,883.0
400,9735,754,384,1394,73.0,0,384,0,640.0
532,11414,1136,728,2019,60.0,0,728,135,883.0
400,9735,754,384,1394,73.0,0,384,0,640.0
532,11414,1136,728,2019,60.0,0,728,135,883.0
442,9760,798,0,1611,80.0,674,780,128,813.0
442,9760,798,0,1611,80.0,674,780,128,813.0
442,9760,798,0,1611,80.0,674,780,128,813.0
442,9760,798,0,1611,80.0,674,780,128,813.0
442,9760,798,0,1611,80.0,674,780,128,813.0
442,9760,798,0,1611,80.0,674,780,128,813.0
442,9760,798,0,1611,80.0,674,780,128,813.0
442,9760,798,0,1611,80.0,674,780,128,813.0
442,9760,798,0,1611,80.0,674,780,128,813.0
442,9760,798,0,1611,80.0,674,780,128,813.0
442,9760,798,0,1611,80.0,674,780,128,813.0
442,9760,798,0,1611,80.0,674,780,128,813.0
442,9760,798,0,1611,80.0,674,780,128,813.0
442,9760,798,0,1611,80.0,674,780,128,813.0
442,9760,798,0,1611,80.0,674,780,128,813.0
442,9760,798,0,1611,80.0,674,780,128,813.0
442,9760,798,0,1611,80.0,674,780,128,813.0
1356,32463,1622,90,1622,69.0,1159,1249,0,0.0
576,14175,1437,200,1437,69.0,988,1188,0,0.0
373,10364,806,806,1572,69.0,0,806,40,766.0
373,10364,806,806,1572,69.0,0,806,40,766.0
1356,32463,1622,90,1622,69.0,1159,1249,0,0.0
373,10364,806,806,1572,69.0,0,806,40,766.0
1356,32463,1622,90,1622,69.0,1159,1249,0,0.0
1356,32463,1622,90,1622,69.0,1159,1249,0,0.0
576,14175,1437,200,1437,69.0,988,1188,0,0.0
1356,32463,1622,90,1622,69.0,1159,1249,0,0.0
373,10364,806,806,1572,69.0,0,806,40,766.0
576,14175,1437,200,1437,69.0,988,1188,0,0.0
1356,32463,1622,90,1622,69.0,1159,1249,0,0.0
576,14175,1437,200,1437,69.0,988,1188,0,0.0
576,14175,1437,200,1437,69.0,988,1188,0,0.0
440,2117,756,336,1512,69.0,420,756,32,756.0
400,8530,804,384,1474,69.0,0,384,72,670.0
440,2117,756,336,1512,69.0,420,756,32,756.0
440,2117,756,336,1512,69.0,420,756,32,756.0
440,2117,756,336,1512,69.0,420,756,32,756.0
440,2117,756,336,1512,69.0,420,756,32,756.0
440,2117,756,336,1512,69.0,420,756,32,756.0
400,8530,804,384,1474,69.0,0,384,72,670.0
520,9020,1350,288,1350,82.0,624,1248,0,0.0
400,8530,804,384,1474,69.0,0,384,72,670.0
440,2117,756,336,1512,69.0,420,756,32,756.0
520,9020,1350,288,1350,82.0,624,1248,0,0.0
520,9020,1350,288,1350,82.0,624,1248,0,0.0
520,9020,1350,288,1350,82.0,624,1248,0,0.0
400,8530,804,384,1474,69.0,0,384,72,670.0
672,14762,1547,0,2320,69.0,0,0,144,720.0
672,14762,1547,0,2320,69.0,0,0,144,720.0
336,9638,1699,804,2447,50.0,0,804,0,748.0
672,14762,1547,0,2320,69.0,0,0,144,720.0
672,14762,1547,0,2320,69.0,0,0,144,720.0
672,14762,1547,0,2320,69.0,0,0,144,720.0
460,8773,916,916,1600,57.0,0,916,38,684.0
460,8773,916,916,1600,57.0,0,916,38,684.0
336,9638,1699,804,2447,50.0,0,804,0,748.0
460,8773,916,916,1600,57.0,0,916,38,684.0
336,9638,1699,804,2447,50.0,0,804,0,748.0
460,8773,916,916,1600,57.0,0,916,38,684.0
336,9638,1699,804,2447,50.0,0,804,0,748.0
336,9638,1699,804,2447,50.0,0,804,0,748.0
460,8773,916,916,1600,57.0,0,916,38,684.0
264,7590,876,324,1812,69.0,540,864,168,936.0
240,7758,1226,816,1818,69.0,224,1040,0,592.0
264,7590,876,324,1812,69.0,540,864,168,936.0
264,7590,876,324,1812,69.0,540,864,168,936.0
240,7758,1226,816,1818,69.0,224,1040,0,592.0
240,7758,1226,816,1818,69.0,224,1040,0,592.0
240,7758,1226,816,1818,69.0,224,1040,0,592.0
240,7758,1226,816,1818,69.0,224,1040,0,592.0
264,7590,876,324,1812,69.0,540,864,168,936.0
264,7590,876,324,1812,69.0,540,864,168,936.0
240,7758,1226,816,1818,69.0,224,1040,0,592.0
264,7590,876,324,1812,69.0,540,864,168,936.0
264,7590,876,324,1812,69.0,540,864,168,936.0
240,7758,1226,816,1818,69.0,224,1040,0,592.0
264,7590,876,324,1812,69.0,540,864,168,936.0
264,7590,876,324,1812,69.0,540,864,168,936.0
888,12328,1034,473,1034,69.0,539,1012,0,0.0
888,12328,1034,473,1034,69.0,539,1012,0,0.0
888,12328,1034,473,1034,69.0,539,1012,0,0.0
888,12328,1034,473,1034,69.0,539,1012,0,0.0
888,12328,1034,473,1034,69.0,539,1012,0,0.0
888,12328,1034,473,1034,69.0,539,1012,0,0.0
888,12328,1034,473,1034,69.0,539,1012,0,0.0
888,12328,1034,473,1034,69.0,539,1012,0,0.0
888,12328,1034,473,1034,69.0,539,1012,0,0.0
888,12328,1034,473,1034,69.0,539,1012,0,0.0
888,12328,1034,473,1034,69.0,539,1012,0,0.0
888,12328,1034,473,1034,69.0,539,1012,0,0.0
888,12328,1034,473,1034,69.0,539,1012,0,0.0
888,12328,1034,473,1034,69.0,539,1012,0,0.0
888,12328,1034,473,1034,69.0,539,1012,0,0.0
888,12328,1034,473,1034,69.0,539,1012,0,0.0
888,12328,1034,473,1034,69.0,539,1012,0,0.0
397,10237,1316,1288,1316,65.0,28,1316,0,0.0
397,10237,1316,1288,1316,65.0,28,1316,0,0.0
397,10237,1316,1288,1316,65.0,28,1316,0,0.0
397,10237,1316,1288,1316,65.0,28,1316,0,0.0
397,10237,1316,1288,1316,65.0,28,1316,0,0.0
397,10237,1316,1288,1316,65.0,28,1316,0,0.0
397,10237,1316,1288,1316,65.0,28,1316,0,0.0
397,10237,1316,1288,1316,65.0,28,1316,0,0.0
397,10237,1316,1288,1316,65.0,28,1316,0,0.0
397,10237,1316,1288,1316,65.0,28,1316,0,0.0
397,10237,1316,1288,1316,65.0,28,1316,0,0.0
397,10237,1316,1288,1316,65.0,28,1316,0,0.0
397,10237,1316,1288,1316,65.0,28,1316,0,0.0
397,10237,1316,1288,1316,65.0,28,1316,0,0.0
397,10237,1316,1288,1316,65.0,28,1316,0,0.0
397,10237,1316,1288,1316,65.0,28,1316,0,0.0
397,10237,1316,1288,1316,65.0,28,1316,0,0.0
566,10800,1096,170,1466,60.0,626,796,21,370.0
400,9967,774,384,1430,76.0,0,384,0,656.0
418,10010,1389,195,1389,77.0,1071,1389,38,0.0
418,10010,1389,195,1389,77.0,1071,1389,38,0.0
566,10800,1096,170,1466,60.0,626,796,21,370.0
566,10800,1096,170,1466,60.0,626,796,21,370.0
418,10010,1389,195,1389,77.0,1071,1389,38,0.0
566,10800,1096,170,1466,60.0,626,796,21,370.0
400,9967,774,384,1430,76.0,0,384,0,656.0
566,10800,1096,170,1466,60.0,626,796,21,370.0
400,9967,774,384,1430,76.0,0,384,0,656.0
418,10010,1389,195,1389,77.0,1071,1389,38,0.0
358,9880,1118,574,1118,76.0,522,1096,0,0.0
611,16647,1701,0,1701,69.0,1390,1390,0,0.0
766,11070,1959,1907,1959,82.0,0,1907,0,0.0
358,9880,1118,574,1118,76.0,522,1096,0,0.0
358,9880,1118,574,1118,76.0,522,1096,0,0.0
358,9880,1118,574,1118,76.0,522,1096,0,0.0
766,11070,1959,1907,1959,82.0,0,1907,0,0.0
611,16647,1701,0,1701,69.0,1390,1390,0,0.0
611,16647,1701,0,1701,69.0,1390,1390,0,0.0
358,9880,1118,574,1118,76.0,522,1096,0,0.0
358,9880,1118,574,1118,76.0,522,1096,0,0.0
766,11070,1959,1907,1959,82.0,0,1907,0,0.0
358,9880,1118,574,1118,76.0,522,1096,0,0.0
611,16647,1701,0,1701,69.0,1390,1390,0,0.0
766,11070,1959,1907,1959,82.0,0,1907,0,0.0
473,10125,1279,276,1279,75.0,641,1196,83,0.0
473,10125,1279,276,1279,75.0,641,1196,83,0.0
473,10125,1279,276,1279,75.0,641,1196,83,0.0
473,10125,1279,276,1279,75.0,641,1196,83,0.0
473,10125,1279,276,1279,75.0,641,1196,83,0.0
473,10125,1279,276,1279,75.0,641,1196,83,0.0
473,10125,1279,276,1279,75.0,641,1196,83,0.0
473,10125,1279,276,1279,75.0,641,1196,83,0.0
473,10125,1279,276,1279,75.0,641,1196,83,0.0
473,10125,1279,276,1279,75.0,641,1196,83,0.0
473,10125,1279,276,1279,75.0,641,1196,83,0.0
473,10125,1279,276,1279,75.0,641,1196,83,0.0
473,10125,1279,276,1279,75.0,641,1196,83,0.0
473,10125,1279,276,1279,75.0,641,1196,83,0.0
473,10125,1279,276,1279,75.0,641,1196,83,0.0
473,10125,1279,276,1279,75.0,641,1196,83,0.0
473,10125,1279,276,1279,75.0,641,1196,83,0.0
478,3136,1405,1405,1405,69.0,0,1405,36,0.0
478,3136,1405,1405,1405,69.0,0,1405,36,0.0
478,3136,1405,1405,1405,69.0,0,1405,36,0.0
478,3136,1405,1405,1405,69.0,0,1405,36,0.0
478,3136,1405,1405,1405,69.0,0,1405,36,0.0
478,3136,1405,1405,1405,69.0,0,1405,36,0.0
478,3136,1405,1405,1405,69.0,0,1405,36,0.0
478,3136,1405,1405,1405,69.0,0,1405,36,0.0
478,3136,1405,1405,1405,69.0,0,1405,36,0.0
478,3136,1405,1405,1405,69.0,0,1405,36,0.0
478,3136,1405,1405,1405,69.0,0,1405,36,0.0
478,3136,1405,1405,1405,69.0,0,1405,36,0.0
478,3136,1405,1405,1405,69.0,0,1405,36,0.0
478,3136,1405,1405,1405,69.0,0,1405,36,0.0
478,3136,1405,1405,1405,69.0,0,1405,36,0.0
478,3136,1405,1405,1405,69.0,0,1405,36,0.0
478,3136,1405,1405,1405,69.0,0,1405,36,0.0
625,4017,625,625,1250,35.0,0,625,54,625.0
625,4017,625,625,1250,35.0,0,625,54,625.0
625,4017,625,625,1250,35.0,0,625,54,625.0
625,4017,625,625,1250,35.0,0,625,54,625.0
625,4017,625,625,1250,35.0,0,625,54,625.0
625,4017,625,625,1250,35.0,0,625,54,625.0
625,4017,625,625,1250,35.0,0,625,54,625.0
625,4017,625,625,1250,35.0,0,625,54,625.0
625,4017,625,625,1250,35.0,0,625,54,625.0
625,4017,625,625,1250,35.0,0,625,54,625.0
625,4017,625,625,1250,35.0,0,625,54,625.0
625,4017,625,625,1250,35.0,0,625,54,625.0
625,4017,625,625,1250,35.0,0,625,54,625.0
625,4017,625,625,1250,35.0,0,625,54,625.0
625,4017,625,625,1250,35.0,0,625,54,625.0
625,4017,625,625,1250,35.0,0,625,54,625.0
625,4017,625,625,1250,35.0,0,625,54,625.0
530,11075,1168,29,1968,69.0,562,784,189,800.0
530,11075,1168,29,1968,69.0,562,784,189,800.0
530,11075,1168,29,1968,69.0,562,784,189,800.0
530,11075,1168,29,1968,69.0,562,784,189,800.0
530,11075,1168,29,1968,69.0,562,784,189,800.0
530,11075,1168,29,1968,69.0,562,784,189,800.0
530,11075,1168,29,1968,69.0,562,784,189,800.0
530,11075,1168,29,1968,69.0,562,784,189,800.0
530,11075,1168,29,1968,69.0,562,784,189,800.0
530,11075,1168,29,1968,69.0,562,784,189,800.0
530,11075,1168,29,1968,69.0,562,784,189,800.0
530,11075,1168,29,1968,69.0,562,784,189,800.0
530,11075,1168,29,1968,69.0,562,784,189,800.0
530,11075,1168,29,1968,69.0,562,784,189,800.0
530,11075,1168,29,1968,69.0,562,784,189,800.0
530,11075,1168,29,1968,69.0,562,784,189,800.0
530,11075,1168,29,1968,69.0,562,784,189,800.0
460,8121,953,953,1664,69.0,0,953,40,711.0
460,8121,953,953,1664,69.0,0,953,40,711.0
460,8121,953,953,1664,69.0,0,953,40,711.0
460,8121,953,953,1664,69.0,0,953,40,711.0
460,8121,953,953,1664,69.0,0,953,40,711.0
460,8121,953,953,1664,69.0,0,953,40,711.0
460,8121,953,953,1664,69.0,0,953,40,711.0
460,8121,953,953,1664,69.0,0,953,40,711.0
460,8121,953,953,1664,69.0,0,953,40,711.0
460,8121,953,953,1664,69.0,0,953,40,711.0
460,8121,953,953,1664,69.0,0,953,40,711.0
460,8121,953,953,1664,69.0,0,953,40,711.0
460,8121,953,953,1664,69.0,0,953,40,711.0
460,8121,953,953,1664,69.0,0,953,40,711.0
460,8121,953,953,1664,69.0,0,953,40,711.0
460,8121,953,953,1664,69.0,0,953,40,711.0
460,8121,953,953,1664,69.0,0,953,40,711.0
440,3230,742,348,1471,34.0,381,729,24,729.0
440,3230,742,348,1471,34.0,381,729,24,729.0
440,3230,742,348,1471,34.0,381,729,24,729.0
451,13650,1252,554,1920,69.0,57,1052,0,668.0
451,13650,1252,554,1920,69.0,57,1052,0,668.0
440,3230,742,348,1471,34.0,381,729,24,729.0
440,3230,742,348,1471,34.0,381,729,24,729.0
451,13650,1252,554,1920,69.0,57,1052,0,668.0
451,13650,1252,554,1920,69.0,57,1052,0,668.0
451,13650,1252,554,1920,69.0,57,1052,0,668.0
440,3230,742,348,1471,34.0,381,729,24,729.0
440,3230,742,348,1471,34.0,381,729,24,729.0
440,3230,742,348,1471,34.0,381,729,24,729.0
451,13650,1252,554,1920,69.0,57,1052,0,668.0
451,13650,1252,554,1920,69.0,57,1052,0,668.0
451,13650,1252,554,1920,69.0,57,1052,0,668.0
429,15578,728,728,1456,105.0,0,728,0,728.0
429,15578,728,728,1456,105.0,0,728,0,728.0
429,15578,728,728,1456,105.0,0,728,0,728.0
429,15578,728,728,1456,105.0,0,728,0,728.0
429,15578,728,728,1456,105.0,0,728,0,728.0
429,15578,728,728,1456,105.0,0,728,0,728.0
429,15578,728,728,1456,105.0,0,728,0,728.0
429,15578,728,728,1456,105.0,0,728,0,728.0
429,15578,728,728,1456,105.0,0,728,0,728.0
429,15578,728,728,1456,105.0,0,728,0,728.0
429,15578,728,728,1456,105.0,0,728,0,728.0
429,15578,728,728,1456,105.0,0,728,0,728.0
429,15578,728,728,1456,105.0,0,728,0,728.0
429,15578,728,728,1456,105.0,0,728,0,728.0
429,15578,728,728,1456,105.0,0,728,0,728.0
429,15578,728,728,1456,105.0,0,728,0,728.0
429,15578,728,728,1456,105.0,0,728,0,728.0
474,2268,764,197,1626,36.0,567,764,27,862.0
431,2887,1291,288,1291,69.0,1003,1291,0,0.0
520,8366,798,798,1640,65.0,0,798,45,842.0
484,9130,800,336,1632,69.0,400,800,40,832.0
400,9248,1167,598,1167,69.0,560,1158,26,0.0
400,9248,1167,598,1167,69.0,560,1158,26,0.0
472,10852,959,173,1671,58.0,786,959,38,712.0
520,8366,798,798,1640,65.0,0,798,45,842.0
431,2887,1291,288,1291,69.0,1003,1291,0,0.0
497,9947,1217,577,1217,69.0,611,1188,27,0.0
400,9248,1167,598,1167,69.0,560,1158,26,0.0
540,8633,738,545,1476,64.0,193,738,35,0.0
540,8633,738,545,1476,64.0,193,738,35,0.0
540,8633,738,545,1476,64.0,193,738,35,0.0
540,8633,738,545,1476,64.0,193,738,35,0.0
540,8633,738,545,1476,64.0,193,738,35,0.0
540,8633,738,545,1476,64.0,193,738,35,0.0
540,8633,738,545,1476,64.0,193,738,35,0.0
540,8633,738,545,1476,64.0,193,738,35,0.0
540,8633,738,545,1476,64.0,193,738,35,0.0
540,8633,738,545,1476,64.0,193,738,35,0.0
540,8633,738,545,1476,64.0,193,738,35,0.0
540,8633,738,545,1476,64.0,193,738,35,0.0
540,8633,738,545,1476,64.0,193,738,35,0.0
540,8633,738,545,1476,64.0,193,738,35,0.0
540,8633,738,545,1476,64.0,193,738,35,0.0
540,8633,738,545,1476,64.0,193,738,35,0.0
540,8633,738,545,1476,64.0,193,738,35,0.0
528,3000,612,318,1224,30.0,294,612,234,612.0
528,3000,612,318,1224,30.0,294,612,234,612.0
528,3000,612,318,1224,30.0,294,612,234,612.0
528,3000,612,318,1224,30.0,294,612,234,612.0
528,3000,612,318,1224,30.0,294,612,234,612.0
528,3000,612,318,1224,30.0,294,612,234,612.0
528,3000,612,318,1224,30.0,294,612,234,612.0
528,3000,612,318,1224,30.0,294,612,234,612.0
528,3000,612,318,1224,30.0,294,612,234,612.0
528,3000,612,318,1224,30.0,294,612,234,612.0
528,3000,612,318,1224,30.0,294,612,234,612.0
528,3000,612,318,1224,30.0,294,612,234,612.0
528,3000,612,318,1224,30.0,294,612,234,612.0
528,3000,612,318,1224,30.0,294,612,234,612.0
528,3000,612,318,1224,30.0,294,612,234,612.0
528,3000,612,318,1224,30.0,294,612,234,612.0
528,3000,612,318,1224,30.0,294,612,234,612.0
564,8846,750,750,1500,68.0,0,750,35,750.0
564,8846,750,750,1500,68.0,0,750,35,750.0
564,8846,750,750,1500,68.0,0,750,35,750.0
564,8846,750,750,1500,68.0,0,750,35,750.0
564,8846,750,750,1500,68.0,0,750,35,750.0
564,8846,750,750,1500,68.0,0,750,35,750.0
564,8846,750,750,1500,68.0,0,750,35,750.0
564,8846,750,750,1500,68.0,0,750,35,750.0
564,8846,750,750,1500,68.0,0,750,35,750.0
564,8846,750,750,1500,68.0,0,750,35,750.0
564,8846,750,750,1500,68.0,0,750,35,750.0
564,8846,750,750,1500,68.0,0,750,35,750.0
564,8846,750,750,1500,68.0,0,750,35,750.0
564,8846,750,750,1500,68.0,0,750,35,750.0
564,8846,750,750,1500,68.0,0,750,35,750.0
564,8846,750,750,1500,68.0,0,750,35,750.0
564,8846,750,750,1500,68.0,0,750,35,750.0
390,12589,742,742,1484,149.0,0,742,24,742.0
390,12589,742,742,1484,149.0,0,742,24,742.0
390,12589,742,742,1484,149.0,0,742,24,742.0
400,11911,684,684,1560,122.0,0,684,38,876.0
530,10400,1682,1304,1682,80.0,0,1304,0,0.0
462,8400,1537,1319,1537,80.0,0,1319,36,0.0
400,11911,684,684,1560,122.0,0,684,38,876.0
492,2645,764,776,1441,24.0,0,776,0,677.0
492,2645,764,776,1441,24.0,0,776,0,677.0
530,10400,1682,1304,1682,80.0,0,1304,0,0.0
390,12589,742,742,1484,149.0,0,742,24,742.0
400,11911,684,684,1560,122.0,0,684,38,876.0
234,12000,860,429,1564,75.0,275,704,0,704.0
234,12000,860,429,1564,75.0,275,704,0,704.0
234,12000,860,429,1564,75.0,275,704,0,704.0
234,12000,860,429,1564,75.0,275,704,0,704.0
234,12000,860,429,1564,75.0,275,704,0,704.0
234,12000,860,429,1564,75.0,275,704,0,704.0
234,12000,860,429,1564,75.0,275,704,0,704.0
234,12000,860,429,1564,75.0,275,704,0,704.0
234,12000,860,429,1564,75.0,275,704,0,704.0
234,12000,860,429,1564,75.0,275,704,0,704.0
234,12000,860,429,1564,75.0,275,704,0,704.0
234,12000,860,429,1564,75.0,275,704,0,704.0
234,12000,860,429,1564,75.0,275,704,0,704.0
234,12000,860,429,1564,75.0,275,704,0,704.0
234,12000,860,429,1564,75.0,275,704,0,704.0
234,12000,860,429,1564,75.0,275,704,0,704.0
234,12000,860,429,1564,75.0,275,704,0,704.0
490,9020,1165,276,1165,82.0,312,1127,129,0.0
490,9020,1165,276,1165,82.0,312,1127,129,0.0
490,9020,1165,276,1165,82.0,312,1127,129,0.0
490,9020,1165,276,1165,82.0,312,1127,129,0.0
490,9020,1165,276,1165,82.0,312,1127,129,0.0
490,9020,1165,276,1165,82.0,312,1127,129,0.0
490,9020,1165,276,1165,82.0,312,1127,129,0.0
490,9020,1165,276,1165,82.0,312,1127,129,0.0
490,9020,1165,276,1165,82.0,312,1127,129,0.0
490,9020,1165,276,1165,82.0,312,1127,129,0.0
490,9020,1165,276,1165,82.0,312,1127,129,0.0
490,9020,1165,276,1165,82.0,312,1127,129,0.0
490,9020,1165,276,1165,82.0,312,1127,129,0.0
490,9020,1165,276,1165,82.0,312,1127,129,0.0
490,9020,1165,276,1165,82.0,312,1127,129,0.0
490,9020,1165,276,1165,82.0,312,1127,129,0.0
490,9020,1165,276,1165,82.0,312,1127,129,0.0
487,12243,1484,486,1484,70.0,998,1484,0,0.0
540,15611,1126,266,1126,69.0,767,1126,0,0.0
240,7200,981,162,1768,60.0,569,731,0,787.0
600,10200,1509,678,1509,85.0,783,1461,0,0.0
240,7200,981,162,1768,60.0,569,731,0,787.0
240,7200,981,162,1768,60.0,569,731,0,787.0
540,15611,1126,266,1126,69.0,767,1126,0,0.0
576,11457,1412,387,1412,130.0,1005,1392,0,0.0
540,15611,1126,266,1126,69.0,767,1126,0,0.0
487,12243,1484,486,1484,70.0,998,1484,0,0.0
240,7200,981,162,1768,60.0,569,731,0,787.0
240,7200,981,162,1768,60.0,569,731,0,787.0
576,12090,1422,606,1422,78.0,588,1422,0,0.0
576,12090,1422,606,1422,78.0,588,1422,0,0.0
576,12090,1422,606,1422,78.0,588,1422,0,0.0
528,9600,1242,326,1242,80.0,916,1242,0,0.0
576,12090,1422,606,1422,78.0,588,1422,0,0.0
528,9600,1242,326,1242,80.0,916,1242,0,0.0
474,2628,764,764,1626,36.0,0,764,27,862.0
528,9600,1242,326,1242,80.0,916,1242,0,0.0
528,9600,1242,326,1242,80.0,916,1242,0,0.0
528,9600,1242,326,1242,80.0,916,1242,0,0.0
474,2628,764,764,1626,36.0,0,764,27,862.0
576,12090,1422,606,1422,78.0,588,1422,0,0.0
528,9600,1242,326,1242,80.0,916,1242,0,0.0
474,2628,764,764,1626,36.0,0,764,27,862.0
528,9600,1242,326,1242,80.0,916,1242,0,0.0
453,7500,1266,1257,1266,62.0,0,1257,144,0.0
402,7875,1253,1237,1253,63.0,0,1237,21,0.0
451,7024,1132,108,1132,60.0,1024,1132,64,0.0
451,7024,1132,108,1132,60.0,1024,1132,64,0.0
451,7024,1132,108,1132,60.0,1024,1132,64,0.0
440,3230,729,310,1458,34.0,419,729,32,729.0
453,7500,1266,1257,1266,62.0,0,1257,144,0.0
402,7875,1253,1237,1253,63.0,0,1237,21,0.0
400,8029,728,728,1456,51.0,0,728,24,728.0
400,8029,728,728,1456,51.0,0,728,24,728.0
400,8029,728,728,1456,51.0,0,728,24,728.0
